,id,budget,popularity,runtime,revenue,has_collection,has_genres,has_companies,has_countries,has_languages,has_Keywords,year,month,day,release_dayofweek,has_homepage,isTaglineNA,isTitleDifferent,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,Thriller,War,Western, I Shrunk the Kids Collection,2 Days In... Collection,28 Days/Weeks Later Collection,300 Collection,A Few Best Men Collection,Agent Cody Banks Collection,Air Bud Collection,Airport Collection,Alice in Wonderland Collection,Almighty Collection,Alvin and the Chipmunks Collection,American Graffiti Collection,American Pie Collection,Analyze Collection,Arthur Collection,Asterix and Obelix Collection,Babe Collection,Back to the Future Collection,Bad Boys Collection,Barbershop Collection,Basic Instinct Collection,Batman Collection,Beastmaster Collection,Beethoven Collection,Before... Collection,Big Momma's House Collection,Blade Collection,Blair Witch Collection,Bloodsport Collection,Bridget Jones Collection,Brooklyn Cigar Store Collection,Cannonball Run Collection,Captain America Collection,Cats & Dogs Collection,Cheech & Chong Collection,Child's Play Collection,Children of the Corn Collection,Chili Palmer Collection,Clash of the Titans Collection,Cocoon Collection,Conan the Barbarian Collection,Crank Collection,Creepshow Collection,Crocodile Dundee Collection,Dark Planet Collection,Darko Collection,Death Note Collection,Death Wish Collection,Dhoom Series,Diary of a Wimpy Kid Collection,Dirty Dancing Collection,Dirty Harry Collection,District 13 Collection,Dolphin Tale Collection,Dr. Dolittle Collection,East is East Collection,Elektra Luxx Collection,Elizabeth Collection,Fantastic Four Collection,Father of the Bride Collection,Final Destination Collection,Finding Nemo Collection,French Connection Collection,Friday Collection,Friday the 13th Collection,Ghost Rider Collection,Ghost in the Shell Collection,Ghostbusters Collection,God's Not Dead Collection,Halloween Collection,Happy Feet Collection,Harold & Kumar Collection,Harry Potter Collection,Hellraiser Collection,Highlander Collection,Hitman Collection,Honey,Hooked Collection,Hot Tub Time Machine Collection,Hotel Transylvania Collection,How to Train Your Dragon Collection,I Spit on Your Grave Collection,Ice Age Collection,Indiana Jones Collection,Ip Man Collection,Ivan Tsarevich & the Grey Wolf Collection,Jack Reacher Collection,Jackass Collection,James Bond Collection,Jeepers Creepers Collection,John Wick Collection,Johnny English Collection,Jump Street Collection,Jurassic Park Collection,Keinohrhasen Filmreihe,Kill Bill Collection,King Kong (1976 series),Kvartet I Collection,Legally Blonde Collection,Leprechaun Collection (Original Series),Lethal Weapon Collection,Love in the City Collection,Machete Collection,Mad Max Collection,Madagascar Collection,Major Korenev Trilogy,Major League Collection,Man of Steel Collection,Mannequin Collection,Mechanic Collection,Meet the Parents Collection,Mission: Impossible Collection,Mr. Bean Collection,National Lampoon's Vacation Collection,National Lampoon’s Van Wilder Collection,Navarone Collection,Now You See Me Collection,Ocean's Collection,Once Upon a Time in China Collection,Ouija Collection,Paranormal Activity Collection,Pee-wee's Collection,Phantasm Collection,Philo & Clyde Collection,Pirates of the Caribbean Collection,Pitch Perfect Collection,Planes Collection,Planet of the Apes (Reboot) Collection,Planet of the Apes Original Collection,Pokémon Collection,Police Academy Collection,Police Story Collection,Poltergeist Collection,Porky's Collection,Power Rangers Collection,Predator Collection,Prom Night Collection,Prometheus Collection,Psycho Collection,Rebuild of Evangelion,Red Cliff Collection,Resident Evil Collection,Ride Along Collection,Ringu Collection,Rio Collection,Robert Langdon Collection,RoboCop Collection,Rocky Collection,Rugrats Collection,Saw Collection,Scary Movie Collection,Scooby-Doo Collection,Scream Collection,Sex and the City Collection,Shadow Boxing Collection,Shaft Collection,Shaolin Temple Collection,Sin City Collection,Sinister Collection,Smokey and the Bandit Collection,Speed Collection,Spy Kids Collection,Star Trek: The Next Generation Collection,Star Trek: The Original Series Collection,Star Wars Collection,Step Up Collection,StreetDance Collection,Superman Collection,Sällskapsresorna,Taxi Collection,Teenage Mutant Ninja Turtles (Remake) Collection,Texas Chainsaw Massacre Collection,The ABCs of Death Collection,The Amityville Horror Collection,The Apu Collection,The Black Stallion Collection,The Blues Brothers Collection,The Boondock Saints Collection,The Bourne Collection,The Chronicles of Narnia Collection,The Delta Force Collection,The Exorcist Collection,The Expendables Collection,The Fast and the Furious Collection,The Flintstones (Live-Action) Collection,The Fugitive / U.S. Marshals Collection,The Godfather Collection,The Grudge Collection,The Hangover Collection,The Hannibal Lecter Anthology,The Hobbit Collection,The Hunger Games Collection,The Jack Ryan Collection,The Jaws Collection,The Jungle Book Collection,The Karate Kid Collection,The Last Exorcism Collection,The Legend Collection,The Lord of the Rings Collection,The Maze Runner Collection,The Millennium Collection,The Muppet Collection,The Neverending Story Collection,The Omen Collection,The Pink Panther (Original) Collection,The Purge Collection,The Raid Collection,The Ring Collection,The Santa Clause Collection,The Sisterhood of the Traveling Pants Collection,The Smurfs (Theatrical) Collection,The Space Odyssey Series,The Sting Collection,The Terminator Collection,The Thing Collection,The Transporter Collection,The Twilight Collection,The Vampire Chronicles,The X-Files Collection,Tiny Times Collection,Toy Story Collection,Trainspotting Collection,Transformers Collection,Ultimate Avengers Collection,Universal Soldier Collection,V/H/S Collection,Would I Lie to You? Collection,X-Men Collection,[REC] Collection,bn,cn,cs,da,de,el,en,es,fi,fr,he,hi,hu,id,it,ja,ko,ml,nl,no,pl,pt,ro,ru,sr,sv,ta,te,tr,ur,zh
0,1,14000000,6.575392999999999,93.0,12314651,1,1,1,1,1,1,2015,2,20,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,40000000,8.248895,113.0,95149435,1,1,1,1,1,1,2004,8,6,4,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,3300000,64.29999000000001,105.0,13092000,0,1,1,1,1,1,2014,10,10,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,1200000,3.174936,122.0,16000000,0,1,0,1,1,1,2012,3,9,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,0,1.1480700000000001,118.0,3923970,0,1,0,1,1,0,2009,2,5,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6,8000000,0.743274,83.0,3261638,0,1,0,0,1,0,1987,8,6,3,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,7,14000000,7.2864770000000005,92.0,85446075,0,1,1,1,1,0,2012,8,30,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,8,0,1.9490439999999998,84.0,2586511,0,1,0,0,1,1,2004,1,15,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,9,0,6.902423,100.0,34327391,1,1,1,1,1,1,1996,2,16,4,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,10,6000000,4.672036,91.0,18750246,0,1,1,1,1,1,2003,4,16,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
